A1;A4;A7;A10;A14;A17;A20;A23;A26;A29;A32;A35;A38;A41
Micrite;Micrite;Micrite;Micrite;;Bivalve;Micrite;Micrite;Micrite;Organic;Micrite;;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;;Ostracod;Micrite;Micrite;Micrite;Micrite;Micrite;;Crinoid;Brachiopod
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Crinoid
Echinoderm;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Crinoid;Micrite;Micrite;Micrite;;Micrite;Crinoid;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Bivalve;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;;Sparite;Micrite
Micrite;Sparite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Bryozoan
Micrite;Sparite;Sparite;Micrite;;Micrite;Crinoid;Micrite;Micrite;Micrite;;;;Micrite
Micrite;Micrite;Sparite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;;;;Bryozoan
Micrite;Micrite;?;Micrite;;Micrite;;;Micrite;Sparite;;;;Micrite
;?;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;;Sparite
;Micrite;Micrite;Micrite;;Micrite;;;Micrite;Trilobite;;;;
;;;Micrite;;Trilobite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Bryozoan;;Micrite;;;;Sparite;;;;
;;;Micrite;;Micrite;;;;Micrite;;;;
;;;Bivalve;;Micrite;;;;Micrite;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;;;Micrite;;;;;;;;
Bryozoan;;;Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;;;Rugose Coral
Echinoderm;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Echinoderm;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;;Micrite;Micrite;?;?;Micrite;Tabulate Coral;Micrite;Micrite;;;Micrite
Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Ostracod;;;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Micrite
Micrite;Micrite;?;Micrite;Bivalve;Micrite;Micrite;Micrite;Micrite;?;Echinoderm;;;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Organic;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Rugose Coral
Brachiopod;Micrite;Micrite;Echinoderm;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod;;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Crinoid;Micrite;Sparite;Rugose Coral
Echinoderm;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Micrite;Echinoderm;?;Micrite
Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite;?;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Trilobite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Crinoid;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Brachiopod;Micrite;Brachiopod;Micrite;Brachiopod;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;?;Mollusc
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod;Micrite;?;Micrite
Micrite;Micrite;Micrite;Bivalve;;Micrite;Echinoderm;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Mollusc;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;?;Echinoderm;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Echinoderm;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Sparite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;?
Micrite;Micrite;Pyrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Trilobite;Micrite;;?;Micrite
Micrite;Micrite;Micrite;Echinoderm;;Micrite;?;Micrite;Micrite;Micrite;?;;?;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Bryozoan;Micrite
Echinoderm;Micrite;?;Crinoid;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;?;Micrite
Micrite;Micrite;Micrite;Micrite;;Brachiopod;Micrite;Micrite;Micrite;Micrite;;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;;Micrite;Micrite;Trilobite;;;Micrite;Bryozoan
Micrite;Micrite;Brachiopod;Micrite;;Micrite;;;Micrite;Echinoderm;;;;Micrite
;?;Sparite;Micrite;;Micrite;;;Micrite;Crinoid;;;;Crinoid
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Brachiopod;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;;Micrite;;;;
;;;Micrite;;;;;;Micrite;;;;
;;;Micrite;;;;;;;;;;
;;;Brachiopod;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;;;Micrite;;;;;;;;
Micrite;;;Micrite;;Micrite;;;Micrite;Rugose Coral;Sparite;;;Rugose Coral
Micrite;Micrite;;Micrite;;?;Micrite;Micrite;Micrite;Micrite;Brachiopod;;;Rugose Coral
Micrite;Micrite;;Micrite;Micrite;?;Trilobite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;;;Micrite
Micrite;Micrite;;Micrite;Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Bryozoan;;;Micrite
?;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Crinoid
?;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Mollusc;Micrite;?;;;Micrite
Echinoderm;Micrite;Micrite;Micrite;Micrite;Echinoderm;?;Micrite;Mollusc;Micrite;Sparite;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Sparite;Rugose Coral
Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;?;Micrite;Brachiopod;Rugose Coral
Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Micrite;Micrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite
Micrite;Echinoderm;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Sparite;Micrite
Echinoderm;Micrite;Micrite;Micrite;Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite
Micrite;Micrite;Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Bryozoan;Crinoid
Micrite;Micrite;Micrite;Micrite;;Mollusc;Micrite;Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Echinoderm;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;Crinoid;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Echinoderm;Crinoid
Micrite;Micrite;Micrite;Ostracod;;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;Micrite;Sparite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite
Micrite;Micrite;Bivalve;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;?;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Bryozoan;;Echinoderm;Crinoid
Micrite;?;Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;;;Echinoderm;?
;Micrite;Micrite;Micrite;;?;;Micrite;Micrite;Sparite;;;Crinoid;Micrite
;Sparite;Micrite;Micrite;;Micrite;;;Micrite;Sparite;;;?;Micrite
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;;Micrite
;;Sparite;Micrite;;?;;;Micrite;Micrite;;;;
;;Micrite;Trilobite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;;Micrite;;;;
;;;Micrite;;;;;;Micrite;;;;
;;;Micrite;;;;;;Micrite;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;;;;;;;;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;Allonema;Sparite;;;Rugose Coral
;Micrite;;Micrite;;Micrite;;Micrite;Micrite;Rugose Coral;Sparite;;;Rugose Coral
;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;;Micrite
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Micrite
Micrite;Micrite;;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Sparite;;;Micrite
Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Micrite
Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Micrite
?;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Mollusc;Micrite;Crinoid;;;Micrite
Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Mollusc;Micrite;Crinoid;;;Micrite
Micrite;Micrite;Micrite;Ostracod;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;;Sparite;Rugose Coral
?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Micrite;Echinoderm;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;Sparite;Echinoderm
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;Mollusc;Micrite;Micrite;Micrite;;Micrite;Micrite
Micrite;Micrite;Micrite;?;Micrite;Micrite;?;Micrite;Echinoderm;Micrite;Sparite;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Mollusc;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;;Crinoid;?;Micrite;Micrite;Micrite;Crinoid;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Crinoid
Micrite;Micrite;Micrite;Crinoid;;Crinoid;Micrite;Micrite;Micrite;Tabulate Coral;Bryozoan;;Sparite;Micrite
Micrite;Micrite;Micrite;?;;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Sparite;;Sparite;Micrite
Micrite;Micrite;Bryozoan;?;;Micrite;Micrite;Micrite;Bryozoan;Micrite;Bryozoan;;Sparite;Micrite
Micrite;Micrite;Micrite;?;;Micrite;?;Micrite;Gastropod;Micrite;Micrite;;Micrite;Crinoid
Micrite;Micrite;?;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;Sparite;Micrite
Micrite;Micrite;Echinoderm;Micrite;;Micrite;Micrite;Micrite;Micrite;?;Micrite;;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Crinoid;Micrite;Micrite;Micrite;Bivalve;;Micrite;Micrite
Micrite;Micrite;Pyrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Ostracod;;Micrite;Microbe
Crinoid;Micrite;Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite
;Micrite;Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Mollusc
;Micrite;Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;;;Bryozoan;?
;;Micrite;Micrite;;Micrite;;Micrite;Micrite;Sparite;;;Sparite;Micrite
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;Echinoderm;
;;?;Micrite;;Micrite;;;Micrite;Micrite;;;Echinoderm;
;;Crinoid;Micrite;;Micrite;;;Micrite;Micrite;;;Micrite;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;?;;Micrite;;;;Micrite;;;;
;;;Micrite;;;;;;Micrite;;;;
;;;Crinoid;;;;;;Micrite;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;;;;;;;;;;;
;Micrite;;;;;;;Micrite;Micrite;Bryozoan;;;Rugose Coral
;Micrite;;Micrite;;;;Micrite;Micrite;Rugose Coral;Sparite;;;Rugose Coral
;Micrite;;Echinoderm;;;;Micrite;Mollusc;Micrite;Bryozoan;;;Rugose Coral
;Micrite;;?;;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Micrite
;Micrite;;Brachiopod;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Micrite
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Micrite
;Micrite;;Micrite;Micrite;Micrite;?;Micrite;Gastropod;Micrite;Crinoid;;;Micrite
;Micrite;;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Brachiopod;;;Micrite
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Bryozoan
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;;Micrite;Micrite;Brachiopod;Micrite;Micrite;Micrite;Micrite;?;;Sparite;Rugose Coral
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;Sparite;Micrite
;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;Echinoderm;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Micrite;Micrite;Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Micrite;Micrite
;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Crinoid
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;;Micrite;Crinoid
;Micrite;Micrite;Ostracod;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Bryozoan
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;;Micrite;Brachiopod
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Crinoid
;Micrite;Crinoid;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;;Sparite;Crinoid
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;?;Micrite
Micrite;Micrite;Sparite;Micrite;;Micrite;?;Micrite;Micrite;Micrite;Crinoid;;?;Micrite
Micrite;Micrite;Pyrite;?;;Micrite;Micrite;Micrite;Micrite;Trilobite;?;;Crinoid;?
Micrite;Micrite;Bryozoan;Micrite;;Micrite;;Micrite;Micrite;Micrite;Green Algae;;Echinoderm;?
;?;Micrite;Micrite;;Micrite;;Micrite;Micrite;Bryozoan;Micrite;;Sparite;Crinoid
;Micrite;?;Micrite;;Micrite;;Micrite;Micrite;Micrite;Sparite;;Micrite;Micrite
;;Micrite;Echinoderm;;Micrite;;Micrite;Micrite;Micrite;Micrite;;Echinoderm;Micrite
;;Micrite;?;;Micrite;;;Micrite;?;;;Micrite;Micrite
;;?;Micrite;;Micrite;;;Micrite;Sparite;;;Micrite;Sparite
;;Micrite;Crinoid;;Micrite;;;Micrite;Micrite;;;?;
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;Crinoid;Crinoid;;Micrite;;;Micrite;Micrite;;;;
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;;;;Micrite;Micrite;;;;
;;;Micrite;;;;;;Micrite;;;;
;;;Micrite;;;;;;Micrite;;;;
;;;Bivalve;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;Micrite;;;;;;;Micrite;;;;;
;Micrite;;Micrite;;;;;Micrite;Micrite;;;;Rugose Coral
;?;;Bryozoan;;;;Micrite;Micrite;Micrite;Trilobite;;;Rugose Coral
;Micrite;;Echinoderm;;;;Micrite;Micrite;Rugose Coral;Bryozoan;;;Micrite
;Micrite;;Echinoderm;;;Micrite;Micrite;Micrite;Micrite;Micrite;;;Micrite
;Micrite;;Micrite;;;Micrite;Micrite;Gastropod;Micrite;Crinoid;;;Tabulate Coral
;Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Sparite;;;Tabulate Coral
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;;Tabulate Coral
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Micrite
;Micrite;;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;Micrite;Sparite;;;Bryozoan
;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral;?;;;Rugose Coral
;Micrite;;Micrite;Micrite;?;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;;Rugose Coral
;Micrite;;Micrite;Micrite;?;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;Sparite;Ostracod
;Micrite;;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;?
;Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Echinoderm;Crinoid
;Micrite;Micrite;Micrite;Micrite;?;?;Micrite;Micrite;Tabulate Coral;Micrite;;Sparite;Micrite
;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;Micrite;Micrite
;Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod;Micrite;Tabulate Coral;Micrite;Crinoid;;Micrite;Crinoid
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Crinoid
;Micrite;Micrite;Micrite;;Micrite;?;Micrite;Micrite;Micrite;Micrite;;Sparite;Crinoid
;Micrite;Bryozoan;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Micrite;Micrite
;Micrite;Crinoid;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Micrite
;Micrite;?;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;;Bryozoan;Micrite
;Micrite;Micrite;Micrite;;Brachiopod;Micrite;Micrite;Micrite;Micrite;Bryozoan;;?;Micrite
;Micrite;Pyrite;Brachiopod;;Micrite;Micrite;Bryozoan;Micrite;Micrite;Bryozoan;;?;Micrite
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite
;Micrite;Pyrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Green Algae;;Sparite;Micrite
;Micrite;Pyrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Bryozoan;;Micrite;Micrite
;?;Pyrite;Micrite;;Micrite;;Micrite;Micrite;Crinoid;Sparite;;Brachiopod;Micrite
;;Pyrite;Micrite;;Micrite;;Micrite;Micrite;Sparite;Sparite;;Micrite;?
;;Micrite;Micrite;;Micrite;;;Micrite;Sparite;;;Echinoderm;Micrite
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;Sparite;?
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;Sparite;
;;Micrite;Micrite;;Micrite;;;Micrite;Micrite;;;Micrite;
;;?;Micrite;;;;;Micrite;Micrite;;;;
;;?;Micrite;;;;;Micrite;Micrite;;;;
;;;?;;;;;Micrite;Micrite;;;;
;;;Micrite;;;;;Micrite;Micrite;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Crinoid;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;;;;;;Micrite;;;;;
;Micrite;;;;;;;Micrite;Micrite;;;;Rugose Coral
;Micrite;;Micrite;;;;Micrite;Micrite;Micrite;Sparite;;;Rugose Coral
;Micrite;;Micrite;;;;Micrite;Micrite;Rugose Coral;Sparite;;;Tabulate Coral
;Micrite;;Micrite;;;;Micrite;Micrite;Rugose Coral;Bryozoan;;;Sparite
;Micrite;;Micrite;;;;Micrite;Micrite;Rugose Coral;Micrite;;;Tabulate Coral
;Micrite;;Micrite;;;Micrite;Micrite;Micrite;Rugose Coral;Sparite;;;Tabulate Coral
;Micrite;;Micrite;;;Micrite;Micrite;Micrite;Rugose Coral;Echinoderm;;;Tabulate Coral
;Micrite;;Brachiopod;Micrite;;Micrite;Micrite;Micrite;Rugose Coral;Sparite;;;Micrite
;Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Rugose Coral;Sparite;;;Micrite
;Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Rugose Coral;Crinoid;;;Rugose Coral
;Micrite;;Micrite;?;;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;;Rugose Coral
;Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;;Micrite
;Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Rugose Coral;Micrite;;Sparite;Micrite
;Micrite;;Micrite;?;;Micrite;Micrite;Micrite;Micrite;Sparite;;Micrite;Crinoid
;Micrite;Micrite;Micrite;?;;Micrite;Micrite;Micrite;Micrite;Micrite;;Bryozoan;Micrite
;Micrite;Micrite;Micrite;Micrite;;?;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Micrite
;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Micrite;?
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Bivalve
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;Echinoderm;Crinoid
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Sparite;;Sparite;?
;Micrite;Crinoid;Micrite;;Micrite;?;Micrite;Micrite;Micrite;Micrite;;Echinoderm;?
;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Ostracod;;Micrite;Micrite
;Micrite;Micrite;Micrite;;Micrite;?;Micrite;Micrite;Micrite;Sparite;;Sparite;Micrite
;Micrite;Micrite;Micrite;;Micrite;?;Micrite;Micrite;Bryozoan;Bryozoan;;Micrite;Micrite
;Micrite;Micrite;Crinoid;;Micrite;;Micrite;Micrite;Echinoderm;Micrite;;Sparite;Micrite
;Micrite;Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;;Bryozoan;Micrite
;;Crinoid;Micrite;;Micrite;;Micrite;Micrite;Micrite;Sparite;;Echinoderm;?
;;Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Sparite;;Sparite;?
;;?;Trilobite;;Micrite;;Micrite;Micrite;Micrite;?;;Trilobite;Echinoderm
;;Micrite;Brachiopod;;Micrite;;Micrite;Micrite;Micrite;;;Bryozoan;?
;;Crinoid;Micrite;;Micrite;;;Micrite;Sparite;;;Bryozoan;Micrite
;;Pyrite;Micrite;;Micrite;;;Micrite;Micrite;;;Sparite;
;;Micrite;Micrite;;;;;Crinoid;Micrite;;;Sparite;
;;Echinoderm;Micrite;;;;;Micrite;Micrite;;;Micrite;
;;Micrite;Crinoid;;;;;Micrite;Micrite;;;;
;;Micrite;Micrite;;;;;Micrite;Micrite;;;;
;;Crinoid;Micrite;;;;;Bryozoan;Micrite;;;;
;;;Micrite;;;;;;Micrite;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;;;;;;Micrite;;;;;
;Micrite;;;;;;;Micrite;Micrite;;;;Rugose Coral
;Micrite;;;;;;;Micrite;Micrite;Ostracod;;;Sparite
;Micrite;;Micrite;;;;;Micrite;Micrite;Micrite;;;Micrite
;Micrite;;Micrite;;;;Micrite;Micrite;Rugose Coral;?;;;Micrite
;Micrite;;Micrite;;;;Micrite;Gastropod;Rugose Coral;Micrite;;;Micrite
;Micrite;;Micrite;;;;;Micrite;Rugose Coral;Brachiopod;;;Sparite
;Micrite;;Micrite;Micrite;;Micrite;;Micrite;Rugose Coral;?;;;Tabulate Coral
